Title,Authors,Publication Name,Publication Year,DOI,Link
Climate challenges for sustainable hydropower development and operational resilience: A review,Othman M.E.F.,Renewable and Sustainable Energy Reviews,2025-03-01,10.1016/j.rser.2024.115108,https://api.elsevier.com/content/abstract/scopus_id/85209924748
A robust image descriptor-local radial grouped invariant order pattern,Wang X.,Information Sciences,2025-03-01,10.1016/j.ins.2024.121675,https://api.elsevier.com/content/abstract/scopus_id/85209924174
Ag@CDS SERS substrate coupled with lineshape correction algorithm and BP neural network to detect thiram in beverages,Shen Y.,Talanta,2025-03-01,10.1016/j.talanta.2024.127233,https://api.elsevier.com/content/abstract/scopus_id/85209923758
Restoration after deterioration in interdependent infrastructure networks: A two-stage hybrid method with minimum network performance loss,Li Y.,Information Sciences,2025-03-01,10.1016/j.ins.2024.121655,https://api.elsevier.com/content/abstract/scopus_id/85209917912
On exact Bayesian credible sets for discrete parameters,Song C.,Statistics and Probability Letters,2025-03-01,10.1016/j.spl.2024.110295,https://api.elsevier.com/content/abstract/scopus_id/85209905808
Improving operational decision-making through decision mining - utilizing method engineering for the creation of a decision mining method,Leewis S.,Information and Software Technology,2025-03-01,10.1016/j.infsof.2024.107627,https://api.elsevier.com/content/abstract/scopus_id/85209904797
AECR: Automatic attack technique intelligence extraction based on fine-tuned large language model,Chen M.,Computers and Security,2025-03-01,10.1016/j.cose.2024.104213,https://api.elsevier.com/content/abstract/scopus_id/85209903490
Effects of objects and image quality on melanoma classification using Spatio Temporal Joint graph Convolutional Network,Suryanarayana V.,Biomedical Signal Processing and Control,2025-03-01,10.1016/j.bspc.2024.107193,https://api.elsevier.com/content/abstract/scopus_id/85209903342
A dynamic collaborative adversarial domain adaptation network for unsupervised rotating machinery fault diagnosis,Wang X.,Reliability Engineering and System Safety,2025-03-01,10.1016/j.ress.2024.110662,https://api.elsevier.com/content/abstract/scopus_id/85209901105
Focused ultrasonic transducer for aircraft icing detection,Wang Y.,Ultrasonics,2025-03-01,10.1016/j.ultras.2024.107509,https://api.elsevier.com/content/abstract/scopus_id/85209897485
Advancing emotion recognition in social media: A novel integration of heterogeneous neural networks with fine-tuned language models,Maazallahi A.,Information Processing and Management,2025-03-01,10.1016/j.ipm.2024.103974,https://api.elsevier.com/content/abstract/scopus_id/85209892040
A decomposition scheme for Wasserstein distributionally robust emergency relief network design under demand uncertainty and social donations,Wang W.,Computers and Operations Research,2025-03-01,10.1016/j.cor.2024.106913,https://api.elsevier.com/content/abstract/scopus_id/85209889703
Investigation of electrochemical micromachining on magnesium alloy using hollow tool electrode,Sivashankar N.,Ultrasonics,2025-03-01,10.1016/j.ultras.2024.107526,https://api.elsevier.com/content/abstract/scopus_id/85209887368
Biosensing systems for the detection of biomarkers of neurodegenerative diseases: A review,Zielinska Z.,Talanta,2025-03-01,10.1016/j.talanta.2024.127247,https://api.elsevier.com/content/abstract/scopus_id/85209887246
Plasticity-induced crack closure identification during fatigue crack growth in AA2024-T3 by using high-resolution digital image correlation,Paysan F.,International Journal of Fatigue,2025-03-01,10.1016/j.ijfatigue.2024.108703,https://api.elsevier.com/content/abstract/scopus_id/85209886598
PFormer: An efficient CNN-Transformer hybrid network with content-driven P-attention for 3D medical image segmentation,Gao Y.,Biomedical Signal Processing and Control,2025-03-01,10.1016/j.bspc.2024.107154,https://api.elsevier.com/content/abstract/scopus_id/85209885417
Early Parkinson's disease diagnosis using Transition Propagation Graph Neutral Network with Dynamic Hunting Leadership Optimization,Subasree S.,Biomedical Signal Processing and Control,2025-03-01,10.1016/j.bspc.2024.107196,https://api.elsevier.com/content/abstract/scopus_id/85209882976
Thyroid disease diagnosis based on feature interpolation Interaction and dynamic assignment Stacking model,Xie Y.,Biomedical Signal Processing and Control,2025-03-01,10.1016/j.bspc.2024.107207,https://api.elsevier.com/content/abstract/scopus_id/85209882721
Estimation of above ground biomass of mangrove forest plot using terrestrial laser scanner,Kumar Adimoolam Y.,Egyptian Journal of Remote Sensing and Space Science,2025-03-01,10.1016/j.ejrs.2024.11.002,https://api.elsevier.com/content/abstract/scopus_id/85209880902
Biomimicry and AI-Enabled Automation in Agriculture. Conceptual Engineering for Responsible Innovation,Innocenti M.,Journal of Agricultural and Environmental Ethics,2025-03-01,10.1007/s10806-024-09939-9,https://api.elsevier.com/content/abstract/scopus_id/85209880375
Optimizing energy efficiency in unrelated parallel machine scheduling problem through reinforcement learning,Perez Bernal C.,Information Sciences,2025-03-01,10.1016/j.ins.2024.121674,https://api.elsevier.com/content/abstract/scopus_id/85209876816
"A survey on massive IoT for water distribution systems: Challenges, simulation tools, and guidelines for large-scale deployment",Pagano A.,Ad Hoc Networks,2025-03-01,10.1016/j.adhoc.2024.103714,https://api.elsevier.com/content/abstract/scopus_id/85209875144
"Mathematical and ANN Modelling for Convective Drying of Spanish Cherry Seeds: Bioactive Degradation, Energy Efficiency, and Mass Transfer Evaluation",Srivastava P.K.,Food Biophysics,2025-03-01,10.1007/s11483-024-09898-8,https://api.elsevier.com/content/abstract/scopus_id/85209827528
Distance similarity entropy: A sensitive nonlinear feature extraction method for rolling bearing fault diagnosis,Wang T.,Reliability Engineering and System Safety,2025-03-01,10.1016/j.ress.2024.110643,https://api.elsevier.com/content/abstract/scopus_id/85209769465
A topology-guided high-quality solution learning framework for security-constraint unit commitment based on graph convolutional network,Gao L.,International Journal of Electrical Power and Energy Systems,2025-03-01,10.1016/j.ijepes.2024.110322,https://api.elsevier.com/content/abstract/scopus_id/85209769106
RanSMAP: Open dataset of Ransomware Storage and Memory Access Patterns for creating deep learning based ransomware detectors,Hirano M.,Computers and Security,2025-03-01,10.1016/j.cose.2024.104202,https://api.elsevier.com/content/abstract/scopus_id/85209767748
Overlap to equilibrium: Oversampling imbalanced datasets using overlapping degree,Jubair S.,Information Processing and Management,2025-03-01,10.1016/j.ipm.2024.103975,https://api.elsevier.com/content/abstract/scopus_id/85209765075
The planning of urban–rural linkages: An automated content analysis of spatial plans adopted by European intermediate cities,Morandell T.,Landscape and Urban Planning,2025-03-01,10.1016/j.landurbplan.2024.105258,https://api.elsevier.com/content/abstract/scopus_id/85209764269
Doctoral capstone theories as indicators of university rankings: Insights from a machine learning approach,Stanciu I.D.,Computers in Human Behavior,2025-03-01,10.1016/j.chb.2024.108504,https://api.elsevier.com/content/abstract/scopus_id/85209762693
Generate universal adversarial perturbations by shortest-distance soft maximum direction attack,Liu D.,Computers and Security,2025-03-01,10.1016/j.cose.2024.104168,https://api.elsevier.com/content/abstract/scopus_id/85209761907
"Structural health assessment of existing dams based on non-destructive testing, physics-based models and machine learning tools",Bolzon G.,NDT and E International,2025-03-01,10.1016/j.ndteint.2024.103271,https://api.elsevier.com/content/abstract/scopus_id/85209761349
Latex microspheres lateral flow immunoassay with smartphone-based device for rapid detection of Cryptococcus,Zang X.,Talanta,2025-03-01,10.1016/j.talanta.2024.127254,https://api.elsevier.com/content/abstract/scopus_id/85209758881
OSCAR-P and aMLLibrary: Profiling and predicting the performance of FaaS-based applications in computing continua,Sala R.,Journal of Systems and Software,2025-03-01,10.1016/j.jss.2024.112282,https://api.elsevier.com/content/abstract/scopus_id/85209755802
How can consumers without credit history benefit from the use of information processing and machine learning tools by financial institutions?,van Braak B.,Information Processing and Management,2025-03-01,10.1016/j.ipm.2024.103972,https://api.elsevier.com/content/abstract/scopus_id/85209753223
Deep learning multilayer stochastic intelligent computing for the analysis of irregular heat source of Carreau nanofluid within the vicinity of an exponentially expanding cylinder,Shah Z.,Tribology International,2025-03-01,10.1016/j.triboint.2024.110389,https://api.elsevier.com/content/abstract/scopus_id/85209752794
Sex and stature estimations from dry femurs of Northeastern Thais: Using a logistic and linear regression approach,Boonthai W.,Translational Research in Anatomy,2025-03-01,10.1016/j.tria.2024.100376,https://api.elsevier.com/content/abstract/scopus_id/85209752362
Two-echelon van-robot routing problem with sharing-curbside satellites,Li H.,Journal of Heuristics,2025-03-01,10.1007/s10732-024-09541-2,https://api.elsevier.com/content/abstract/scopus_id/85209748741
Enhancing motor imagery task recognition through local maximum synchro-squeezing transform and multi-domain features,Dovedi T.,Biomedical Signal Processing and Control,2025-03-01,10.1016/j.bspc.2024.107149,https://api.elsevier.com/content/abstract/scopus_id/85209748663
Reflex regulation of model-based biomimetic control for a tendon-driven prosthetic hand,Luo Q.,Biomedical Signal Processing and Control,2025-03-01,10.1016/j.bspc.2024.107223,https://api.elsevier.com/content/abstract/scopus_id/85209743140
Evaluating efficiency of green innovations and renewables for sustainability goals,Alnafrah I.,Renewable and Sustainable Energy Reviews,2025-03-01,10.1016/j.rser.2024.115137,https://api.elsevier.com/content/abstract/scopus_id/85209742965
A decentralized optimization framework for multi-MGs in distribution network considering parallel architecture,Jiang D.,International Journal of Electrical Power and Energy Systems,2025-03-01,10.1016/j.ijepes.2024.110252,https://api.elsevier.com/content/abstract/scopus_id/85209741656
Reputation vs. price: Sequential recommendations based on cue diagnosticity theory,Guo W.,Journal of Retailing and Consumer Services,2025-03-01,10.1016/j.jretconser.2024.104157,https://api.elsevier.com/content/abstract/scopus_id/85209740046
Myoelectric signal and machine learning computing in gait pattern recognition for flat fall prediction,Zhang S.,Medicine in Novel Technology and Devices,2025-03-01,10.1016/j.medntd.2024.100341,https://api.elsevier.com/content/abstract/scopus_id/85209738061
An integrated BLS-Net optimized with dual PCA and improved PSO-CARS variable selection strategy to determine heavy metals in soil by XRF,Lyu S.,Talanta,2025-03-01,10.1016/j.talanta.2024.127213,https://api.elsevier.com/content/abstract/scopus_id/85209734388
Experimental analysis and low-damage machining strategy for composite ultrasonic vibration-assisted grinding of silicon carbide based on DA-MLP-NSGA-II algorithm,Dai C.,Materials Science in Semiconductor Processing,2025-03-01,10.1016/j.mssp.2024.109146,https://api.elsevier.com/content/abstract/scopus_id/85209732760
Online automatic detection of phrenic nerve activation during cryoablation procedure for atrial fibrillation treatment,Gil-Izquierdo A.,Biomedical Signal Processing and Control,2025-03-01,10.1016/j.bspc.2024.107133,https://api.elsevier.com/content/abstract/scopus_id/85209729725
"A rapid estimation of intra-row weed density using an integrated CRM, BTSORT and HSV model across entire video stream of chilli crop canopies",Patidar P.,Crop Protection,2025-03-01,10.1016/j.cropro.2024.107039,https://api.elsevier.com/content/abstract/scopus_id/85209729420
Urban Digital Twins and metaverses towards city multiplicities: uniting or dividing urban experiences?,Argota Sánchez-Vaquerizo J.,Ethics and Information Technology,2025-03-01,10.1007/s10676-024-09812-3,https://api.elsevier.com/content/abstract/scopus_id/85209728998
A dual-mode biosensor based on metal organic framework-coated upconversion composites with near-infrared luminescence and peroxidase-like activity for the detection of alkaline phosphatase and glucose,Zhao T.,Talanta,2025-03-01,10.1016/j.talanta.2024.127252,https://api.elsevier.com/content/abstract/scopus_id/85209727975
